Manufacturer,LCSC Part #,Description,Package,Stock,Type,MFR.Part #,Datasheet,Price (USD),value,tolerance,type,voltage,min_value,max_value
UNIROYAL ELEC,C23018,CHIP RESISTOR - SURFACE MOUNT 3.9KOHMS ±1% 1/10W 0603 ROHS,0603,71066,CHIP RESISTOR - SURFACE MOUNT,0603WAF3901T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3901T5E_C23018.pdf,0.0018,3900.0,1.0,Resistor,,3861.0,3939.0
HUBEI KENTO ELEC,C2293,LIGHT EMITTING DIODES (LED) BLUE 463~466NM 50~60MCD@20MA TOP VIEW 0805 ROHS,LED_0805,245869,LIGHT EMITTING DIODES (LED),-,https://datasheet.lcsc.com/szlcsc/Hubei-KENTO-Elec-Blue-light_C2293.pdf,0.0136,,5.0,,,,
UNIROYAL ELEC,C22808,CHIP RESISTOR - SURFACE MOUNT 150OHMS ±1% 1/10W 0603 ROHS,0603,84547,CHIP RESISTOR - SURFACE MOUNT,0603WAF1500T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1500T5E_C22808.pdf,0.0017,150.0,1.0,Resistor,,148.5,151.5
UNIROYAL ELEC,C25867,CHIP RESISTOR - SURFACE MOUNT 1.5KOHMS ±1% 1/16W 0402 ROHS,0402,72370,CHIP RESISTOR - SURFACE MOUNT,0402WGF1501TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1501TCE_C25867.pdf,0.0021,1500.0,1.0,Resistor,,1485.0,1515.0
UNIROYAL ELEC,C22939,CHIP RESISTOR - SURFACE MOUNT 2.2OHMS ±1% 1/10W 0603 ROHS,0603,33705,CHIP RESISTOR - SURFACE MOUNT,0603WAF220KT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF220KT5E_C22939.pdf,0.0022,2.2,1.0,Resistor,,2.178,2.2220000000000004
UNIROYAL ELEC,C17544,CHIP RESISTOR - SURFACE MOUNT 20OHMS ±1% 1/8W 0805 ROHS,0805,107260,CHIP RESISTOR - SURFACE MOUNT,0805W8F200JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F200JT5E_C17544.pdf,0.0029,20.0,1.0,Resistor,,19.8,20.2
UNIROYAL ELEC,C23352,CHIP RESISTOR - SURFACE MOUNT 24KOHMS ±1% 1/10W 0603 ROHS,0603,119064,CHIP RESISTOR - SURFACE MOUNT,0603WAF2402T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2402T5E_C23352.pdf,0.0016,24000.0,1.0,Resistor,,23760.0,24240.0
UNIROYAL ELEC,C25981,CHIP RESISTOR - SURFACE MOUNT 8.2KOHMS ±1% 1/10W 0603 ROHS,0603,61864,CHIP RESISTOR - SURFACE MOUNT,0603WAF8201T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF8201T5E_C25981.pdf,0.0016,8200.0,1.0,Resistor,,8118.0,8282.0
UNIROYAL ELEC,C23254,CHIP RESISTOR - SURFACE MOUNT 82KOHMS ±1% 1/10W 0603 ROHS,0603,17515,CHIP RESISTOR - SURFACE MOUNT,0603WAF8202T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF8202T5E_C23254.pdf,0.0018,82000.0,1.0,Resistor,,81180.0,82820.0
SAMSUNG ELECTRO-MECHANICS,C1785,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10PF 50V 0805 ROHS,0805,47627,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21C100JBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21C100JBANNNC_C1785.pdf,0.0108,1e-11,5.0,Capacitor,50.0,9.5e-12,1.05e-11
GUANGDONG FENGHUA ADVANCED TECH,C1562,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 33PF 50V 0402 ROHS,0402,35506,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG330J500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG330J500NT_C1562.pdf,0.0046,3.3e-11,5.0,Capacitor,50.0,3.135e-11,3.4650000000000004e-11
GUANGDONG FENGHUA ADVANCED TECH,C1594,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 150PF 50V 0603 ROHS,0603,42707,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B151K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B151K500NT_C1594.pdf,0.0043,1.5e-10,5.0,Capacitor,50.0,1.425e-10,1.575e-10
GUANGDONG FENGHUA ADVANCED TECH,C1631,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 6.8NF 50V 0603 ROHS,0603,41823,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B682K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B682K500NT_C1631.pdf,0.006,,5.0,,50.0,,
UNIROYAL ELEC,C25117,CHIP RESISTOR - SURFACE MOUNT 470OHMS ±1% 1/16W 0402 ROHS,0402,49212,CHIP RESISTOR - SURFACE MOUNT,0402WGF4700TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF4700TCE_C25117.pdf,0.002,470.0,1.0,Resistor,,465.3,474.7
UNIROYAL ELEC,C17738,CHIP RESISTOR - SURFACE MOUNT 51OHMS ±1% 1/8W 0805 ROHS,0805,86253,CHIP RESISTOR - SURFACE MOUNT,0805W8F510JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F510JT5E_C17738.pdf,0.0049,51.0,1.0,Resistor,,50.49,51.51
ON SEMICON,C7955,"ANALOG COMPARATORS 2V ~ 36V, ±1V ~ 18V SOIC-8_150MIL ROHS",SOIC-8_150MIL,50754,ANALOG COMPARATORS,LM393DR2G,https://datasheet.lcsc.com/szlcsc/ON-Semicon-ON-LM393DR2G_C7955.pdf,0.0726,,5.0,,2.0,,
EXAR,C13482,RS232 2/2 235KBPS 3V ~ 5.5V TSSOP-16 ROHS,TSSOP-16,36377,RS232,SP3232EEY-L/TR,https://datasheet.lcsc.com/szlcsc/Exar-SP3232EEY-L-TR_C13482.pdf,0.3588,,5.0,,3.0,,
MDD)ICRODIODE ELECTRONICS),C64898,"DIODES - GENERAL PURPOSE 1KV 1A 1.1V @ 1A SOD-123FL ROHS""",SOD-123FL_1.8X2.8,155381,DIODES - GENERAL PURPOSE,SM4007PL,https://datasheet.lcsc.com/szlcsc/1903051030_MDD-Jiangsu-Yutai-Elec-SM4007PL_C64898.pdf,0.0089,,5.0,,1.0,,
MDD)ICRODIODE ELECTRONICS),C5441,"DIODES - RECTIFIERS - HYPERFAST 1KV 1A 1.7V @ 1A 75NS SMA(DO-214AC) ROHS""","SMA,DO-214AC",217518,DIODES - RECTIFIERS - HYPERFAST,US1M,https://datasheet.lcsc.com/szlcsc/1903042030_MDD-Jiangsu-Yutai-Elec-US1M_C5441.pdf,0.014,,5.0,,7.0,,
UNIROYAL ELEC,C23242,CHIP RESISTOR - SURFACE MOUNT 75KOHMS ±1% 1/10W 0603 ROHS,0603,42165,CHIP RESISTOR - SURFACE MOUNT,0603WAF7502T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF7502T5E_C23242.pdf,0.003,75000.0,1.0,Resistor,,74250.0,75750.0
UNIROYAL ELEC,C23164,CHIP RESISTOR - SURFACE MOUNT 4.7OHMS ±1% 1/10W 0603 ROHS,0603,19033,CHIP RESISTOR - SURFACE MOUNT,0603WAF470KT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF470KT5E_C23164.pdf,0.002,4.7,1.0,Resistor,,4.6530000000000005,4.747
SAMSUNG ELECTRO-MECHANICS,C23733,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 4.7UF 10V 0402 ROHS,0402,85455,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL05A475MP5NRNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL05A475MP5NRNC_C23733.pdf,0.0116,,5.0,,10.0,,
UNIROYAL ELEC,C12447,CHIP RESISTOR - SURFACE MOUNT 40.2KOHMS ±1% 1/10W 0603 ROHS,0603,11247,CHIP RESISTOR - SURFACE MOUNT,0603WAF4022T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF4022T5E_C12447.pdf,0.002,40200.0,1.0,Resistor,,39798.0,40602.0
UNIROYAL ELEC,C23192,CHIP RESISTOR - SURFACE MOUNT 510KOHMS ±1% 1/10W 0603 ROHS,0603,74128,CHIP RESISTOR - SURFACE MOUNT,0603WAF5103T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5103T5E_C23192.pdf,0.0017,510000.0,1.0,Resistor,,504900.0,515100.0
UNIROYAL ELEC,C17772,CHIP RESISTOR - SURFACE MOUNT 6.8KOHMS ±1% 1/8W 0805 ROHS,0805,48547,CHIP RESISTOR - SURFACE MOUNT,0805W8F6801T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F6801T5E_C17772.pdf,0.0036,6800.0,1.0,Resistor,,6732.0,6868.0
UNIROYAL ELEC,C25810,CHIP RESISTOR - SURFACE MOUNT 18KOHMS ±1% 1/10W 0603 ROHS,0603,36472,CHIP RESISTOR - SURFACE MOUNT,0603WAF1802T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1802T5E_C25810.pdf,0.0068,18000.0,1.0,Resistor,,17820.0,18180.0
UNIROYAL ELEC,C17944,CHIP RESISTOR - SURFACE MOUNT 2KOHMS ±1% 1/4W 1206 ROHS,1206,130662,CHIP RESISTOR - SURFACE MOUNT,1206W4F2001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F2001T5E_C17944.pdf,0.0042,2000.0,1.0,Resistor,,1980.0,2020.0
UNIROYAL ELEC,C25879,CHIP RESISTOR - SURFACE MOUNT 2.2KOHMS ±1% 1/16W 0402 ROHS,0402,104743,CHIP RESISTOR - SURFACE MOUNT,0402WGF2201TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF2201TCE_C25879.pdf,0.001,2200.0,1.0,Resistor,,2178.0,2222.0
UNIROYAL ELEC,C25768,CHIP RESISTOR - SURFACE MOUNT 22KOHMS ±1% 1/16W 0402 ROHS,0402,49534,CHIP RESISTOR - SURFACE MOUNT,0402WGF2202TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF2202TCE_C25768.pdf,0.0053,22000.0,1.0,Resistor,,21780.0,22220.0
YANGXING TECH,C9006,SMD CRYSTAL RESONATORS 25MHZ ±10PPM SMD-3225_4P ROHS,SMD-3225_4P,21247,SMD CRYSTAL RESONATORS,X322525MOB4SI,https://datasheet.lcsc.com/szlcsc/Yangxing-Tech-X322525MOB4SI_C9006.pdf,0.104,,5.0,,,,
UNIROYAL ELEC,C22967,CHIP RESISTOR - SURFACE MOUNT 27KOHMS ±1% 1/10W 0603 ROHS,0603,14585,CHIP RESISTOR - SURFACE MOUNT,0603WAF2702T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2702T5E_C22967.pdf,0.0021,27000.0,1.0,Resistor,,26730.0,27270.0
UNIROYAL ELEC,C23025,CHIP RESISTOR - SURFACE MOUNT 300OHMS ±1% 1/10W 0603 ROHS,0603,253241,CHIP RESISTOR - SURFACE MOUNT,0603WAF3000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3000T5E_C23025.pdf,0.005,300.0,1.0,Resistor,,297.0,303.0
UNIROYAL ELEC,C17633,CHIP RESISTOR - SURFACE MOUNT 33KOHMS ±1% 1/8W 0805 ROHS,0805,162373,CHIP RESISTOR - SURFACE MOUNT,0805W8F3302T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F3302T5E_C17633.pdf,0.0028,33000.0,1.0,Resistor,,32670.0,33330.0
GUANGDONG FENGHUA ADVANCED TECH,C1743,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 470PF 50V 0805 ROHS,0805,46216,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0805B471K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0805B471K500NT_C1743.pdf,0.0156,4.7e-10,5.0,Capacitor,50.0,4.465e-10,4.935000000000001e-10
SAMSUNG ELECTRO-MECHANICS,C5378,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 220NF 50V 0805 ROHS,0805,97886,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B224KBFNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B224KBFNNNE_C5378.pdf,0.037,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C13967,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 470NF 50V 0805 ROHS,0805,115633,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B474KBFNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B474KBFNNNE_C13967.pdf,0.0207,,5.0,,50.0,,
UNIROYAL ELEC,C22936,CHIP RESISTOR - SURFACE MOUNT 1OHMS ±1% 1/10W 0603 ROHS,0603,35326,CHIP RESISTOR - SURFACE MOUNT,0603WAF100KT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF100KT5E_C22936.pdf,0.0022,1.0,1.0,Resistor,,0.99,1.01
SUNLORD,C1035,INDUCTORS (SMD) 0603 ROHS,0603,42706,INDUCTORS (SMD),SDFL1608S100KTF,https://datasheet.lcsc.com/szlcsc/Sunlord-SDFL1608S100KTF_C1035.pdf,0.0129,,5.0,,,,
UNIROYAL ELEC,C17444,CHIP RESISTOR - SURFACE MOUNT 12KOHMS ±1% 1/8W 0805 ROHS,0805,26868,CHIP RESISTOR - SURFACE MOUNT,0805W8F1202T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1202T5E_C17444.pdf,0.0037,12000.0,1.0,Resistor,,11880.0,12120.0
VISHAY INTERTECH,C10487,"MOSFET P TRENCH 20V 3.1A 1V @ 250UA 112 M? @ 2.8A,4.5V SOT-23(SOT-23-3) ROHS",SOT-23,40339,MOSFET,SI2301CDS-T1-GE3,https://datasheet.lcsc.com/szlcsc/Vishay-Intertech-SI2301CDS-T1-GE3_C10487.pdf,0.096,,5.0,,20.0,,
ANALOG DEVICES,C9669,DIGITAL ISOLATORS GENERAL PURPOSE 2 1/1 UNIDIRECTIONAL 2500VRMS 1MBPS SOIC-8_150MIL ROHS,SOIC-8_150MIL,21770,DIGITAL ISOLATORS,ADUM1201ARZ-RL7,https://datasheet.lcsc.com/szlcsc/Analog-Devices-ADI-ADUM1201ARZ-RL7_C9669.pdf,0.9458,,5.0,,,,
UNIROYAL ELEC,C25120,CHIP RESISTOR - SURFACE MOUNT 49.9OHMS ±1% 1/16W 0402 ROHS,0402,59293,CHIP RESISTOR - SURFACE MOUNT,0402WGF499JTCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF499JTCE_C25120.pdf,0.0019,49.9,1.0,Resistor,,49.400999999999996,50.399
UNIROYAL ELEC,C11616,CHIP RESISTOR - SURFACE MOUNT 510KOHMS ±1% 1/16W 0402 ROHS,0402,24076,CHIP RESISTOR - SURFACE MOUNT,0402WGF5103TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF5103TCE_C11616.pdf,0.0013,510000.0,1.0,Resistor,,504900.0,515100.0
UNIROYAL ELEC,C28636,CHIP RESISTOR - SURFACE MOUNT 560OHMS ±1% 1/8W 0805 ROHS,0805,114180,CHIP RESISTOR - SURFACE MOUNT,0805W8F5600T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F5600T5E_C28636.pdf,0.0028,560.0,1.0,Resistor,,554.4,565.6
UNIROYAL ELEC,C23221,CHIP RESISTOR - SURFACE MOUNT 62KOHMS ±1% 1/10W 0603 ROHS,0603,53885,CHIP RESISTOR - SURFACE MOUNT,0603WAF6202T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF6202T5E_C23221.pdf,0.0016,62000.0,1.0,Resistor,,61380.0,62620.0
UNIROYAL ELEC,C25130,CHIP RESISTOR - SURFACE MOUNT 680OHMS ±1% 1/16W 0402 ROHS,0402,57699,CHIP RESISTOR - SURFACE MOUNT,0402WGF6800TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF6800TCE_C25130.pdf,0.0011,680.0,1.0,Resistor,,673.2,686.8
SILICON LABS,C6568,USB 1/1 1MBPS 3V ~ 3.6V QFN-28_5X5X05P ROHS,QFN-28_5X5X05P,8013,USB,CP2102-GMR,https://datasheet.lcsc.com/szlcsc/SILICON-LABS-CP2102-GMR_C6568.pdf,1.3269,,5.0,,3.0,,
UNIROYAL ELEC,C22966,CHIP RESISTOR - SURFACE MOUNT 270OHMS ±1% 1/10W 0603 ROHS,0603,76197,CHIP RESISTOR - SURFACE MOUNT,0603WAF2700T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2700T5E_C22966.pdf,0.0031,270.0,1.0,Resistor,,267.3,272.7
UNIROYAL ELEC,C17887,CHIP RESISTOR - SURFACE MOUNT 300OHMS ±1% 1/4W 1206 ROHS,1206,63506,CHIP RESISTOR - SURFACE MOUNT,1206W4F3000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F3000T5E_C17887.pdf,0.0042,300.0,1.0,Resistor,,297.0,303.0
UNIROYAL ELEC,C25774,CHIP RESISTOR - SURFACE MOUNT 300KOHMS ±1% 1/16W 0402 ROHS,0402,75914,CHIP RESISTOR - SURFACE MOUNT,0402WGF3003TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF3003TCE_C25774.pdf,0.0041,300000.0,1.0,Resistor,,297000.0,303000.0
UNIROYAL ELEC,C17629,CHIP RESISTOR - SURFACE MOUNT 330KOHMS ±1% 1/8W 0805 ROHS,0805,36791,CHIP RESISTOR - SURFACE MOUNT,0805W8F3303T5E,https://datasheet.lcsc.com/szlcsc/1812131719_Uniroyal-Elec-0805W8F3303T5E_C17629.pdf,0.0035,330000.0,1.0,Resistor,,326700.0,333300.0
UNIROYAL ELEC,C23151,CHIP RESISTOR - SURFACE MOUNT 390OHMS ±1% 1/10W 0603 ROHS,0603,55627,CHIP RESISTOR - SURFACE MOUNT,0603WAF3900T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3900T5E_C23151.pdf,0.0018,390.0,1.0,Resistor,,386.1,393.9
UNIROYAL ELEC,C25783,CHIP RESISTOR - SURFACE MOUNT 39KOHMS ±1% 1/16W 0402 ROHS,0402,86231,CHIP RESISTOR - SURFACE MOUNT,0402WGF3902TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF3902TCE_C25783.pdf,0.0011,39000.0,1.0,Resistor,,38610.0,39390.0
SEMTECH,C8056,ZENER DIODES LL-34 ROHS,LL-34,33005,ZENER DIODES,ZMM3V3,https://datasheet.lcsc.com/szlcsc/1812121407_Semtech-ZMM3V3_C8056.pdf,0.0178,,5.0,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1550,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1PF 50V 0402 ROHS,0402,62190,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG1R0C500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG1R0C500NT_C1550.pdf,0.0018,1e-12,5.0,Capacitor,50.0,9.5e-13,1.05e-12
GUANGDONG FENGHUA ADVANCED TECH,C1549,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 18PF 50V 0402 ROHS,0402,47226,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG180J500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG180J500NT_C1549.pdf,0.0019,1.8e-11,5.0,Capacitor,50.0,1.7099999999999998e-11,1.89e-11
SAMSUNG ELECTRO-MECHANICS,C1656,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 27PF 50V 0603 ROHS,0603,22641,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C270JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C270JB8NNNC_C1656.pdf,0.0168,2.7e-11,5.0,Capacitor,50.0,2.565e-11,2.835e-11
SAMSUNG ELECTRO-MECHANICS,C1809,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 30PF 50V 0805 ROHS,0805,35017,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21C300JBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21C300JBANNNC_C1809.pdf,0.0129,3e-11,5.0,Capacitor,50.0,2.85e-11,3.15e-11
SAMSUNG ELECTRO-MECHANICS,C53172,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 220PF 50V 0805 ROHS,0805,58929,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B221KBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B221KBANNNC_C53172.pdf,0.0256,2.2e-10,5.0,Capacitor,50.0,2.0899999999999998e-10,2.31e-10
SAMSUNG ELECTRO-MECHANICS,C51207,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 330PF 50V 0805 ROHS,0805,48240,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B331KBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B331KBANNNC_C51207.pdf,0.0065,3.3e-10,5.0,Capacitor,50.0,3.135e-10,3.465e-10
GUANGDONG FENGHUA ADVANCED TECH,C1595,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1.5NF 50V 0603 ROHS,0603,33073,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B152K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B152K500NT_C1595.pdf,0.0034,,5.0,,50.0,,
GUANGDONG FENGHUA ADVANCED TECH,C1744,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 4.7NF 50V 0805 ROHS,0805,30781,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0805B472K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0805B472K500NT_C1744.pdf,0.0093,,5.0,,50.0,,
GUANGDONG FENGHUA ADVANCED TECH,C1739,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 33NF 50V 0805 ROHS,0805,32755,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0805B333K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0805B333K500NT_C1739.pdf,0.0094,,5.0,,50.0,,
GUANGDONG FENGHUA ADVANCED TECH,C1051,INDUCTORS (SMD) 1206 ROHS,1206,16045,INDUCTORS (SMD),CMI321609X100KT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-CMI321609X100KT_C1051.pdf,0.0168,,5.0,,,,
UNIROYAL ELEC,C25805,CHIP RESISTOR - SURFACE MOUNT 110KOHMS ±1% 1/10W 0603 ROHS,0603,54905,CHIP RESISTOR - SURFACE MOUNT,0603WAF1103T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1103T5E_C25805.pdf,0.0031,110000.0,1.0,Resistor,,108900.0,111100.0
UNIROYAL ELEC,C25862,CHIP RESISTOR - SURFACE MOUNT 1.2KOHMS ±1% 1/16W 0402 ROHS,0402,83399,CHIP RESISTOR - SURFACE MOUNT,0402WGF1201TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1201TCE_C25862.pdf,0.0014,1200.0,1.0,Resistor,,1188.0,1212.0
UNIROYAL ELEC,C4177,CHIP RESISTOR - SURFACE MOUNT 1.8KOHMS ±1% 1/10W 0603 ROHS,0603,42858,CHIP RESISTOR - SURFACE MOUNT,0603WAF1801T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1801T5E_C4177.pdf,0.0018,1800.0,1.0,Resistor,,1782.0,1818.0
UNIROYAL ELEC,C17398,CHIP RESISTOR - SURFACE MOUNT 1.8KOHMS ±1% 1/8W 0805 ROHS,0805,65359,CHIP RESISTOR - SURFACE MOUNT,0805W8F1801T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1801T5E_C17398.pdf,0.0035,1800.0,1.0,Resistor,,1782.0,1818.0
UNIROYAL ELEC,C22827,CHIP RESISTOR - SURFACE MOUNT 180KOHMS ±1% 1/10W 0603 ROHS,0603,34953,CHIP RESISTOR - SURFACE MOUNT,0603WAF1803T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1803T5E_C22827.pdf,0.0016,180000.0,1.0,Resistor,,178200.0,181800.0
UNIROYAL ELEC,C17575,CHIP RESISTOR - SURFACE MOUNT 24KOHMS ±1% 1/8W 0805 ROHS,0805,69575,CHIP RESISTOR - SURFACE MOUNT,0805W8F2402T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2402T5E_C17575.pdf,0.005,24000.0,1.0,Resistor,,23760.0,24240.0
UNIROYAL ELEC,C4197,CHIP RESISTOR - SURFACE MOUNT 240KOHMS ±1% 1/10W 0603 ROHS,0603,28975,CHIP RESISTOR - SURFACE MOUNT,0603WAF2403T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2403T5E_C4197.pdf,0.0067,240000.0,1.0,Resistor,,237600.0,242400.0
UNIROYAL ELEC,C17807,CHIP RESISTOR - SURFACE MOUNT 7.5KOHMS ±1% 1/8W 0805 ROHS,0805,48907,CHIP RESISTOR - SURFACE MOUNT,0805W8F7501T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F7501T5E_C17807.pdf,0.0028,7500.0,1.0,Resistor,,7425.0,7575.0
UNIROYAL ELEC,C25798,CHIP RESISTOR - SURFACE MOUNT 75KOHMS ±1% 1/16W 0402 ROHS,0402,135713,CHIP RESISTOR - SURFACE MOUNT,0402WGF7502TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF7502TCE_C25798.pdf,0.0011,75000.0,1.0,Resistor,,74250.0,75750.0
CHANGJIANG ELECTRONICS TECH (CJ),C8543,TRANSISTORS (NPN/PNP) PNP 500MA 25V SOT-23(SOT-23-3) ROHS,SOT-23,50983,TRANSISTORS (NPN/PNP),S9012,https://datasheet.lcsc.com/szlcsc/1903061615_Changjiang-Electronics-Tech-CJ-S9012_C8543.pdf,0.0198,,5.0,,25.0,,
TEXAS INSTRUMENTS,C7433,PRECISION OPAMPS GENERAL PURPOSE 1 ±3V ~ 18V 600KHZ 0.3 V/US SOIC-8_150MIL ROHS,SOIC-8_150MIL,18591,PRECISION OPAMPS,OP07CDR,https://datasheet.lcsc.com/szlcsc/Texas-Instruments-TI-OP07CDR_C7433.pdf,0.2227,,5.0,,3.0,,
